origin,destination,distance,transport_mode,base_lead_time,chaos_severity,event_type,actual_travel_time
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,9,Piracy Threat,4.78
PORT_LA,WH_CHICAGO,2800,Rail,4,4,Severe Weather,6.35
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,10,Port Strike,6.05
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,8,Piracy Threat,4.99
WH_CHICAGO,WH_NY,1140,Road,2,6,Port Strike,3.19
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,7,Equipment Failure,1.99
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,2.39
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,1,Severe Weather,8.66
PORT_LA,WH_CHICAGO,2800,Rail,4,1,Port Strike,4.64
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,9,Congestion,3.65
WH_CHICAGO,WH_NY,1140,Road,2,9,Severe Weather,5.04
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,8,Piracy Threat,28.71
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,5,Equipment Failure,4.49
PORT_LA,WH_CHICAGO,2800,Rail,4,2,Congestion,6.07
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,3,Severe Weather,9.79
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,1,Port Strike,1.21
PORT_LA,WH_CHICAGO,2800,Rail,4,5,Congestion,7.62
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,6,Severe Weather,21.9
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,6,Equipment Failure,3.09
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,9,Severe Weather,3.21
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,2.13
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,7,Port Strike,11.17
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,7.07
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,3,Severe Weather,22.44
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,6,Piracy Threat,11.42
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,2.18
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,9,Congestion,30.92
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,10,Equipment Failure,14.41
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,4,Congestion,30.23
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,2,Severe Weather,16.04
WH_CHICAGO,WH_NY,1140,Road,2,9,Port Strike,5.94
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,5.92
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,21.68
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,6,Congestion,3.58
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,6,Equipment Failure,12.18
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,8,Congestion,16.71
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,0,Normal,5.82
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,0,Normal,5.58
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,0,Normal,5.76
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,8,Equipment Failure,3.98
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,2,Equipment Failure,23.05
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,4,Port Strike,7.28
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,5,Port Strike,2.05
PORT_LA,WH_CHICAGO,2800,Rail,4,10,Piracy Threat,10.64
PORT_SHANGHAI,PORT_LA,10500,Sea,14,6,Piracy Threat,33.32
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,2,Congestion,1.65
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,3,Severe Weather,7.95
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,6,Severe Weather,29.72
PORT_LA,WH_CHICAGO,2800,Rail,4,2,Severe Weather,5.58
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,0,Normal,1.65
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,8.62
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Piracy Threat,6.6
PORT_SHANGHAI,PORT_LA,10500,Sea,14,10,Congestion,39.89
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,3,Congestion,2.94
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,6,Congestion,25.25
PORT_SHANGHAI,PORT_LA,10500,Sea,14,6,Severe Weather,28.03
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,10,Port Strike,15.64
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,6,Congestion,4.44
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,5,Port Strike,4.5
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,8,Congestion,2.62
PORT_SHANGHAI,PORT_LA,10500,Sea,14,5,Congestion,28.67
WH_CHICAGO,WH_NY,1140,Road,2,10,Equipment Failure,6.01
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,4,Severe Weather,3.01
PORT_SHANGHAI,PORT_LA,10500,Sea,14,0,Normal,18.98
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,8,Piracy Threat,15.15
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,5,Severe Weather,13.73
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,2,Port Strike,10.46
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,3,Severe Weather,3.08
PORT_LA,WH_CHICAGO,2800,Rail,4,9,Severe Weather,8.71
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,3,Equipment Failure,9.6
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,5,Equipment Failure,7.21
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,3,Congestion,3.49
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,3,Severe Weather,7.85
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,7,Congestion,4.91
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,1.88
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,7,Severe Weather,20.09
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,1.95
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,5,Equipment Failure,42.05
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,9,Piracy Threat,11.74
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,8,Severe Weather,4.59
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,0,Normal,7.41
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,9,Equipment Failure,28.12
WH_CHICAGO,WH_NY,1140,Road,2,3,Congestion,2.81
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,4,Port Strike,12.68
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,14.71
PORT_LA,WH_CHICAGO,2800,Rail,4,9,Severe Weather,11.78
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,7,Port Strike,14.86
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,4,Piracy Threat,4.07
PORT_LA,WH_CHICAGO,2800,Rail,4,1,Congestion,4.94
WH_CHICAGO,WH_NY,1140,Road,2,3,Congestion,3.4
PORT_SHANGHAI,PORT_LA,10500,Sea,14,7,Port Strike,31.44
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,10,Congestion,3.75
PORT_LA,WH_CHICAGO,2800,Rail,4,8,Severe Weather,7.48
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,3,Piracy Threat,2.0
PORT_LA,WH_CHICAGO,2800,Rail,4,10,Equipment Failure,9.98
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,7,Piracy Threat,3.77
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,8,Severe Weather,1.97
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,8,Piracy Threat,5.02
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,16.7
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,2,Port Strike,2.88
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,9,Port Strike,5.85
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,14.69
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,5,Equipment Failure,21.09
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,6,Severe Weather,43.64
PORT_SHANGHAI,PORT_LA,10500,Sea,14,9,Congestion,28.99
WH_CHICAGO,WH_NY,1140,Road,2,10,Port Strike,5.21
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,3,Piracy Threat,9.82
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,3,Piracy Threat,2.16
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,10,Congestion,3.56
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,8,Congestion,5.15
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,7,Congestion,4.92
PORT_SHANGHAI,PORT_LA,10500,Sea,14,6,Piracy Threat,30.7
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,0,Normal,5.39
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,1,Piracy Threat,6.12
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,2.49
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,2.22
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,4,Port Strike,13.22
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,10,Piracy Threat,2.53
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,4,Congestion,9.42
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,3,Congestion,17.78
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,6,Congestion,11.08
PORT_SHANGHAI,PORT_LA,10500,Sea,14,2,Piracy Threat,18.7
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,6.93
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,1,Port Strike,6.02
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,1,Piracy Threat,1.22
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,10,Port Strike,15.35
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,9,Severe Weather,4.65
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,3,Congestion,3.76
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,10,Piracy Threat,54.22
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,10,Severe Weather,48.21
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,8,Port Strike,4.39
WH_CHICAGO,WH_NY,1140,Road,2,8,Equipment Failure,5.75
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,7,Congestion,9.67
PORT_LA,WH_CHICAGO,2800,Rail,4,0,Normal,4.39
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,7,Congestion,1.99
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,7,Congestion,13.64
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,8,Piracy Threat,2.52
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,7,Equipment Failure,47.46
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,7,Severe Weather,9.54
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,0,Normal,4.8
WH_CHICAGO,WH_NY,1140,Road,2,9,Congestion,5.07
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,5,Port Strike,4.58
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,3,Piracy Threat,9.51
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,7,Severe Weather,3.67
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,5.92
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,5,Port Strike,4.03
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,1,Piracy Threat,5.96
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,2.21
WH_CHICAGO,WH_NY,1140,Road,2,2,Equipment Failure,2.8
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,8,Severe Weather,32.12
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,9,Severe Weather,15.04
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,4,Severe Weather,13.16
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,6,Port Strike,15.14
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,0,Normal,5.72
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Equipment Failure,7.11
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,5,Port Strike,4.34
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,1,Piracy Threat,17.5
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,4,Severe Weather,9.18
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,4,Severe Weather,19.53
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,3,Congestion,8.52
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Port Strike,8.56
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,1,Piracy Threat,22.23
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,4,Severe Weather,2.96
WH_CHICAGO,WH_NY,1140,Road,2,7,Severe Weather,3.64
PORT_SHANGHAI,PORT_LA,10500,Sea,14,6,Severe Weather,26.86
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,2,Port Strike,2.6
WH_CHICAGO,WH_NY,1140,Road,2,7,Severe Weather,4.25
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,4,Congestion,11.5
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,4,Port Strike,11.06
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,7,Severe Weather,1.87
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,9,Equipment Failure,13.53
WH_CHICAGO,WH_NY,1140,Road,2,0,Normal,2.07
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,2,Piracy Threat,2.16
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,1,Port Strike,2.17
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,10,Port Strike,18.55
PORT_LA,WH_CHICAGO,2800,Rail,4,7,Piracy Threat,9.41
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,8,Congestion,3.13
PORT_LA,WH_CHICAGO,2800,Rail,4,6,Congestion,7.99
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,7,Congestion,36.28
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,2,Equipment Failure,33.82
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,7.77
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,0,Normal,8.17
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,1.11
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,2,Piracy Threat,2.5
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,1,Congestion,8.82
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,3,Port Strike,20.53
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,8,Port Strike,2.4
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,9,Piracy Threat,30.35
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,6,Port Strike,11.15
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,0,Normal,1.6
PORT_SHANGHAI,PORT_LA,10500,Sea,14,8,Port Strike,36.15
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,2,Congestion,3.38
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,8,Piracy Threat,3.29
PORT_LA,WH_CHICAGO,2800,Rail,4,10,Piracy Threat,9.67
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,8,Congestion,13.47
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,2,Severe Weather,7.89
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,4,Port Strike,11.64
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,1,Severe Weather,15.64
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,2,Severe Weather,2.22
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,1,Piracy Threat,7.65
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,4,Congestion,28.73
WH_CHICAGO,WH_NY,1140,Road,2,5,Equipment Failure,2.73
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,5,Severe Weather,4.03
WH_CHICAGO,WH_NY,1140,Road,2,2,Piracy Threat,2.44
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,4,Congestion,1.93
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,0.92
WH_CHICAGO,WH_NY,1140,Road,2,7,Congestion,3.64
PORT_LA,WH_CHICAGO,2800,Rail,4,5,Piracy Threat,8.33
PORT_LA,WH_CHICAGO,2800,Rail,4,3,Severe Weather,6.21
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,0,Normal,1.9
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,2,Piracy Threat,7.25
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,10,Equipment Failure,33.49
WH_CHICAGO,WH_NY,1140,Road,2,3,Port Strike,3.38
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,14.7
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,16.75
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,1,Piracy Threat,2.35
PORT_LA,WH_CHICAGO,2800,Rail,4,10,Equipment Failure,9.51
PORT_SHANGHAI,PORT_LA,10500,Sea,14,5,Severe Weather,25.36
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,1,Severe Weather,7.14
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,9,Piracy Threat,16.09
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,4,Congestion,2.24
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,2,Piracy Threat,9.25
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,10,Congestion,18.99
WH_CHICAGO,WH_NY,1140,Road,2,4,Equipment Failure,3.1
PORT_SHANGHAI,PORT_LA,10500,Sea,14,0,Normal,17.91
WH_CHICAGO,WH_NY,1140,Road,2,10,Equipment Failure,4.27
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,4,Port Strike,8.85
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,4,Congestion,9.47
PORT_SHANGHAI,PORT_LA,10500,Sea,14,4,Piracy Threat,26.28
PORT_SHANGHAI,PORT_LA,10500,Sea,14,0,Normal,17.94
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,0,Normal,4.16
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,25.43
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,8,Equipment Failure,18.33
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,4,Piracy Threat,11.28
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,7,Congestion,13.28
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,7,Severe Weather,2.27
PORT_SHANGHAI,PORT_LA,10500,Sea,14,2,Port Strike,21.18
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,6,Congestion,4.22
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,8,Piracy Threat,4.22
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,2,Congestion,20.81
PORT_SHANGHAI,PORT_LA,10500,Sea,14,2,Piracy Threat,19.48
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,6,Piracy Threat,25.58
WH_CHICAGO,WH_NY,1140,Road,2,9,Congestion,3.99
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,9,Piracy Threat,34.92
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,4,Piracy Threat,3.18
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,0,Normal,5.95
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,9,Severe Weather,4.0
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,9,Equipment Failure,18.56
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,2,Equipment Failure,2.36
PORT_LA,WH_CHICAGO,2800,Rail,4,8,Equipment Failure,9.73
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,8,Piracy Threat,49.03
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,10,Port Strike,16.87
PORT_LA,WH_CHICAGO,2800,Rail,4,9,Congestion,8.96
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,9,Piracy Threat,4.29
PORT_SHANGHAI,PORT_LA,10500,Sea,14,6,Piracy Threat,26.16
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,4,Severe Weather,14.21
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,0,Normal,1.61
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,1,Severe Weather,6.11
PORT_SHANGHAI,PORT_LA,10500,Sea,14,7,Piracy Threat,30.12
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,7,Severe Weather,13.06
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,6,Piracy Threat,14.94
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,3,Piracy Threat,25.05
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,2,Equipment Failure,1.26
PORT_SHANGHAI,PORT_LA,10500,Sea,14,10,Port Strike,38.23
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,8,Piracy Threat,27.77
WH_CHICAGO,WH_NY,1140,Road,2,9,Equipment Failure,4.68
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,8,Equipment Failure,12.67
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,2,Port Strike,1.38
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,6,Piracy Threat,3.38
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,21.17
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,2,Port Strike,7.2
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,7,Congestion,4.57
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,8,Port Strike,5.3
PORT_SHANGHAI,PORT_LA,10500,Sea,14,0,Normal,17.97
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,1,Piracy Threat,10.0
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,1,Piracy Threat,6.36
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,10,Severe Weather,34.76
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,1,Port Strike,6.07
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,10,Piracy Threat,6.08
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,10,Equipment Failure,12.28
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,9,Congestion,4.62
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,8,Equipment Failure,4.51
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,1.03
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,1,Congestion,1.55
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,8,Congestion,2.81
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,1,Congestion,6.61
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,3,Port Strike,3.49
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,7,Congestion,4.62
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,9,Equipment Failure,11.44
PORT_SHANGHAI,PORT_VANCOUVER,9000,Sea,12,0,Normal,14.87
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,4,Severe Weather,1.91
PORT_SHANGHAI,PORT_LA,10500,Sea,14,0,Normal,14.17
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,8,Severe Weather,50.63
WH_CHICAGO,WH_NY,1140,Road,2,6,Congestion,3.54
PORT_MUMBAI,PORT_CAPE,9000,Sea,18,0,Normal,19.9
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,3,Congestion,11.29
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,10,Congestion,15.19
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,1.87
PORT_LA,WH_CHICAGO,2800,Rail,4,5,Port Strike,8.38
PORT_LA,WH_CHICAGO,2800,Rail,4,1,Equipment Failure,5.9
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,3,Equipment Failure,8.48
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,4,Severe Weather,3.36
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,1,Congestion,9.59
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,3,Equipment Failure,9.63
WH_CHICAGO,WH_NY,1140,Road,2,3,Severe Weather,3.01
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,1.11
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,7,Piracy Threat,1.68
PORT_LA,WH_CHICAGO,2800,Rail,4,2,Equipment Failure,5.85
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,10,Piracy Threat,4.77
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,6,Severe Weather,1.74
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,6,Congestion,4.64
FACTORY_SHENZHEN,PORT_SHANGHAI,1200,Rail,2,0,Normal,1.95
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,7,Port Strike,3.85
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,6,Severe Weather,2.57
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,3,Severe Weather,2.34
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,2,Equipment Failure,2.66
HUB_BANGALORE,PORT_CHENNAI,350,Road,1,0,Normal,1.21
WH_CHICAGO,WH_NY,1140,Road,2,1,Equipment Failure,2.48
PORT_VANCOUVER,WH_CHICAGO,3200,Rail,5,4,Piracy Threat,9.55
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,4,Congestion,9.52
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,3,Severe Weather,9.16
PORT_LA,WH_CHICAGO,2800,Rail,4,2,Severe Weather,5.13
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,3,Port Strike,9.51
PORT_LA,WH_CHICAGO,2800,Rail,4,7,Equipment Failure,9.21
HUB_BANGALORE,PORT_MUMBAI,1000,Road,2,8,Equipment Failure,4.7
HUB_DELHI,PORT_MUNDRA,1100,Rail,1.5,4,Port Strike,2.34
PORT_SUEZ,PORT_ANTWERP,3500,Sea,6,4,Severe Weather,11.94
PORT_MUMBAI,PORT_SUEZ,4500,Sea,6,7,Severe Weather,13.49
WH_CHICAGO,WH_NY,1140,Road,2,1,Piracy Threat,3.06
PORT_CAPE,PORT_ANTWERP,6000,Sea,6,3,Severe Weather,11.46
WH_CHICAGO,WH_NY,1140,Road,2,6,Port Strike,4.44
